,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date
145,fresh,,,"Part of Riefenstahl's madcap genius was to frame these feats against an ecstatic backdrop of infinite, cloud-filled skies. The vaulting bodies seem to fly freely, like birds.",National Review,Olympia,"Aug 06, 2021"
146,fresh,certified-fresh,82.0,The most compelling of all John Hughes movies. It's the one that cuts through the typical adolescent sentimentality in his popular Sixteen Candles and The Breakfast Club to reveal a truth about American cultural values.,National Review,Ferris Bueller's Day Off,"Aug 04, 2021"
147,rotten,fresh,79.0,"Mama Weed is a trifling gloss on serious issues, but it's also about a woman and a civilization, both trying to come to terms with themselves.",National Review,Mama Weed,"Jul 30, 2021"
148,rotten,certified-fresh,75.0,The apologetic American self-hatred in Stillwater is an ideological prison.,National Review,Stillwater,"Jul 29, 2021"
149,fresh,certified-fresh,91.0,This rude farceur is truer to the era -- more psychically revealing -- than do-gooder social-justice filmmakers.,National Review,Mandibles,"Jul 23, 2021"
150,fresh,rotten,42.0,Jacquot presents a case for Casanova's humanity that's quite mindful of the modern court of media opinion.,National Review,"Casanova, Last Love","Jul 16, 2021"
151,fresh,certified-fresh,97.0,"In this subtly political extension of Liam Neeson's Taken and Mel Gibson's Bloodfather, Cage explores the lonely suffering of those people who realize they've been betrayed. Sarnoski and Cage have fashioned a quiet piece of political poetry.",National Review,Pig,"Jul 14, 2021"
152,fresh,fresh,71.0,Singleton never asked for tears or trendy social reform but insisted on the honesty that politicians and the media shunt aside in favor of platitudes. Baby Boy remarkably withholds platitudes.,National Review,Baby Boy,"Jul 07, 2021"
153,rotten,certified-fresh,92.0,"Working again as his own videographer under the name Peter Andrews, Soderbergh settles for flash over realism -- the movie looks like film-noir calendar art. Decorative noir reveals Soderbergh's shallowness.",National Review,No Sudden Move,"Jul 02, 2021"
154,rotten,certified-fresh,81.0,"Nicholas Roeg has a daring, original gift as a director that he can't yet fully control; when, if ever, he gets that control, one will be able to call it style.",Ann Arbor Sun,The Man Who Fell to Earth,"Jun 30, 2021"
155,fresh,fresh,68.0,"The movie is a feat: a combination of great talent and genius insight into the American psyche as expressed through its popular culture, myths and legends.",Ann Arbor Sun,Buffalo Bill and the Indians,"Jun 30, 2021"
156,rotten,fresh,79.0,"Ms. Ullmann achieves something like emotional 3-D... The movie in which this remarkable performance appears, however, is not so hot -- Ingmar Bergman's art is puny compared to Ullmann's this time around.",Ann Arbor Sun,Face to Face,"Jun 30, 2021"
157,fresh,certified-fresh,76.0,"It's Spielberg's distinct sensibility that makes the difference. Rejecting the cynical trickery some people prefer in drama, his A.I. is equal to Kubrick's finest work.",New York Press,A.I.: Artificial Intelligence,"Jun 30, 2021"
158,rotten,rotten,59.0,"Genre franchises can be reassuringly familiar, but The Fast and Furious series has gotten to the point that its raison d'être is now out of touch with the way people relate socially, except in the minds of editorial writers.",National Review,F9 The Fast Saga,"Jun 25, 2021"
159,fresh,certified-fresh,80.0,"It is through irony that Ozon is able to confront AIDS without ever naming it, while depicting the impending crisis in a radiant world of nearly tactile sensuality.",National Review,Summer of 85,"Jun 21, 2021"
160,rotten,fresh,73.0,"Jia Zhang-ke's vague intentions make this the most dubious of recently imported foreign-language films. Its overly poetic, quasi-humanism about the gamut of life from birth to death seems more official than universal.",National Review,Swimming Out Till the Sea Turns Blue,"Jun 16, 2021"
161,rotten,certified-fresh,94.0,Miranda's cultural misappropriation in In the Heights is the grotesque product of a mainstream culture that seeks a Latino figure who is acceptable precisely because he is politically and artistically nonthreatening.,National Review,In the Heights,"Jun 15, 2021"
162,fresh,fresh,92.0,"Sublet confronts us with a world that is changing personally first. Both of the two main characters offer poignant insight into our modern, uneasy attempts at sophistication.",National Review,Sublet,"Jun 05, 2021"
163,rotten,fresh,84.0,"FTA premiered the same week as Fonda's Hanoi stunt, was quickly yanked from theaters, and went undistributed since. That might have saved Fonda's career, which otherwise would have been overwhelmed by this film's undeniable hatefulness.",National Review,F.T.A.,"Jun 02, 2021"
164,rotten,certified-fresh,75.0,"Cruella instructs Millennials that their own psychosis is excusable, admirable, and fun.",National Review,Cruella,"May 28, 2021"
165,fresh,fresh,63.0,"Waltz delivers a dazzling, memorable con.",National Review,Georgetown,"May 21, 2021"
166,rotten,fresh,67.0,"Zack Snyder's new zombie movie works differently than his grand comic-book myths. It's a grim vision of modern dystopia, outrageous and not very funny.",National Review,Army Of The Dead,"May 14, 2021"
167,fresh,fresh,100.0,"The satire is realistic but affectionate. Their beneficent appearance provides an unexpected fount of goodness, determination, and survival.",National Review,The Story of a Three-Day Pass,"May 10, 2021"
168,fresh,certified-fresh,94.0,"In 75 concise minutes, About Endlessness is completely provocative and satisfying... These scenes, stylizing the real and the imaginary, are light as air -- capriccios that go to the heart of human experience.",National Review,About Endlessness,"May 05, 2021"
169,fresh,fresh,64.0,"Michelle Pfeiffer's role as Frances Price, a sardonic widow and mother living out her dwindling inheritance in French Exit, is the finest characterization in any movie from 2020.",National Review,French Exit,"Apr 23, 2021"
170,rotten,certified-fresh,75.0,"Kirby's performance consists of mood scenes and attitude posturing, since Weber's clichéd dialogue is subordinate to the director's attempt at visual realism.",National Review,Pieces of a Woman,"Apr 14, 2021"
171,rotten,certified-fresh,98.0,"There's no sense of the spiritual and theological foundations of black American survival. Instead, One Night in Miami establishes a cult of celebrity activism, with Malcolm as its deity.",National Review,One Night in Miami,"Apr 07, 2021"
172,rotten,certified-fresh,75.0,At least the F/X team had fun. All this technology is invested in monsters because Hollywood no longer knows how to do people.,National Review,Godzilla vs. Kong,"Apr 02, 2021"
173,fresh,rotten,44.0,"Kijak's film may be a Smiths overdose for some, but it has the sweet spirit of indie rock, not mumblecore.",National Review,Shoplifters of the World,"Mar 26, 2021"
174,fresh,fresh,72.0,The essential point of Snyder rebounding from a career catastrophe and making it right is demonstrated in the personal dilemma of each superhero. ZSJL's restored vision reminds us of pop art's value.,National Review,Zack Snyder's Justice League,"Mar 20, 2021"
175,fresh,rotten,49.0,"Murphy and Brewer's affectionate comedy provides emotional sustenance about family and ethnicity. Coming 2 America is hilarious and sane -- and that goes deeper than pretend pride. Bravo, Eddie Murphy.",National Review,Coming 2 America,"Mar 13, 2021"
176,fresh,certified-fresh,88.0,Dupieux's characters reveal idiosyncrasies that are original and recognizable rather than borrowed from movie archetypes.,National Review,Keep an Eye Out,"Mar 06, 2021"
177,rotten,rotten,55.0,"In The United States vs. Billie Holiday, ignorance about jazz combines with brazen masochism. Reducing Holiday to a victim denies her ultimate victory.",National Review,The United States vs. Billie Holiday,"Mar 03, 2021"
178,rotten,fresh,96.0,"Stuck between race entertainment and race dissent, as if radicalism is a public service, Mr. Soul is merely the latest example showing how documentaries have become a radical underground industry.",National Review,Mr. Soul!,"Feb 27, 2021"
179,fresh,fresh,95.0,"Sin may equal Andrei Tarkovsky's Alexander Rublev (1966), which Konchalovsky co-wrote, yet its best scenes grapple with the follies of Russian and Western sensibility while attempting to rationalize it.",National Review,Sin,"Feb 25, 2021"
180,fresh,certified-fresh,93.0,"It's not a ""masterpiece,"" but the reflection of political bewilderment makes Dear Comrades feel like a life lesson.",National Review,Dear Comrades!,"Feb 25, 2021"
181,rotten,certified-fresh,97.0,Audiences are left frustrated and susceptible to easy suasion; this superficial view of the past contributes to the national dismantling perpetuated by mainstream media.,National Review,Judas and the Black Messiah,"Feb 12, 2021"
182,fresh,,,"Rohmer's mastery reveals characters speaking in the language of their times, then honestly confronting their own moral imperatives. The revelation is beautiful, beyond Hollywood's self-satisfied groupthink that passes for thoughtfulness.",National Review,"The Tree, the Mayor and the Mediatheque","Feb 11, 2021"
183,rotten,certified-fresh,98.0,"Patronizing reviewers misread Chung's informal style as eloquence or charm. But for alert movie-watchers, this lack of affect feels unimaginative.",National Review,Minari,"Feb 06, 2021"
184,rotten,certified-fresh,95.0,"Not since the Beat movement has ""soul"" been so easily sold to all (meaning white hipsters).",National Review,Soul,"Jan 29, 2021"
185,rotten,certified-fresh,89.0,"Whether dealing with bureaucrats or student zealots, the film has a perspective on social turmoil that falls short of the insightful panorama in the French AIDS-activism epic B.P.M. Sorkin's right-side-of-history saga is the bent history.",National Review,The Trial of the Chicago 7,"Jan 27, 2021"
186,rotten,certified-fresh,97.0,"Sound of Metal shows the millennium's avoidance of soulful self-examination. Merely a showy cinematic tattoo, a narcissistic desecration of the body, Sound of Metal is a work of spiritual vacancy.",National Review,Sound of Metal,"Jan 22, 2021"
187,rotten,certified-fresh,90.0,"Dark comic nihilism like this has appealed to hipsters ever since Gus Van Sant's To Die For, but now it resembles regime change -- confirming a major fault of the indie film movement that traded populist sentiment for elitist cynicism.",National Review,Promising Young Woman,"Jan 20, 2021"
188,rotten,certified-fresh,93.0,Nomadland looks both sociological and touristy; it's a visual lecture teaching America to pity itself.,National Review,Nomadland,"Jan 15, 2021"
189,rotten,certified-fresh,97.0,"Instead of the fraternal interplay that [Robert] Altman and [Darnell] Martin were so good at, Wolfe and Washington aim for predictable tragedy.",National Review,Ma Rainey's Black Bottom,"Jan 04, 2021"
190,rotten,certified-fresh,98.0,"The film is predicated on deliberate, phony artiness... Nothing like liberal condescension to turn what might have been a sincere vow into 100 percent pure cliché.",National Review,Time,"Dec 30, 2020"
191,rotten,fresh,69.0,"Fact is, Tenet should not be taken more seriously than a James Bond movie. As an action film, it isn't nearly as skillful as a Tom Cruise Mission Impossible commodity.",National Review,Tenet,"Dec 29, 2020"
192,rotten,rotten,58.0,"The tone of Wonder Woman 1984 wobbles from half-serious political satire to silly comedy. Jenkins parodies Back to the Future to depict Eighties kitsch, but her film ends up just being tacky like Richard Donner's 1978 Superman.",National Review,Wonder Woman 1984,"Dec 29, 2020"
