,Unnamed: 0,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date,Genres
129,129,rotten,fresh,71.0,"For some of us, The Sopranos epitomizes everything that went wrong with American popular culture this millennium. Those of us who realize that mainstream media operate by different rules will be mildly appalled by The Many Saints of Newark",National Review,The Many Saints of Newark,2021-10-06,['Crime']
130,130,fresh,,,"Don't Play Us Cheap -- with its immense charm, rousing musical turns, and undeniable folk wisdom -- overturns the presumptions of every cultural institution now pledged to make statements on ""diversity"" and ""equity,"" instead of making art.",National Review,Don't Play Us Cheap,2021-10-01,"['Music', 'Comedy', 'Romance']"
131,131,fresh,fresh,69.0,"While the emotional depths of this exploitation film are hidden by low-budget shortcuts and discount psychologizing, the generic commonplaces are made evocative by young Coppola's already evident flair.",National Review,Dementia 13,2021-09-29,"['Horror', 'Thriller']"
132,132,rotten,rotten,29.0,Dear Evan Hansen glories in Millennial fragmentation. Pasik and Paul celebrate how divided we are -- our individuality and insularity are sentimentalized.,National Review,Dear Evan Hansen,2021-09-24,['Drama']
133,133,fresh,fresh,96.0,"LaBruce's post-Stonewall, post-Warhol sensibility never shies away from transgression, which is why he has made the bravest, most emotional films about gay experience by any artist in the Western Hemisphere.",National Review,Saint-Narcisse,2021-09-22,"['Drama', 'Comedy', 'Romance']"
134,134,fresh,rotten,57.0,"Cry Macho improves on the too-obvious intergenerational drama of Gran Torino. This title is deeper. There's desperation behind it, sensing each character's natural, reflexive cry for help.",National Review,Cry Macho,2021-09-18,"['Drama', 'Western']"
135,135,rotten,rotten,42.0,"Amazon's new Cinderella is radical. Bad as it is, it dares to eliminate even the fantasy basis of traditional ethics, goodness, and scruples.",National Review,Cinderella,2021-09-15,"['Animation', 'Romance', 'Fantasy', 'Family']"
136,136,rotten,fresh,86.0,"As so many media outlets have done, NG dispenses with the old journalism rule of balance. It refuses to be thoroughly informative.",National Review,Fauci,2021-09-14,['Documentary']
137,137,rotten,certified-fresh,92.0,Shang-Chi pilfers from already familiar and much more original and artistic Chinese martial-arts genre movies -- reducing them to the level of Marvel junk.,National Review,Shang-Chi and the Legend of the Ten Rings,2021-09-08,"['Action', 'Adventure', 'Fantasy']"
138,138,fresh,fresh,71.0,Daldry achieves latitude by balancing invective with humor in confrontations that are always honest and leveling. The vitriol recalls Albert Finney and Rachel Roberts as domestic warriors in E. A. Whitehead's Alpha Beta.,National Review,Together,2021-09-03,"['Drama', 'Comedy']"
139,139,rotten,certified-fresh,84.0,They've taken the fun out of Candyman.,National Review,Candyman,2021-09-02,"['Mystery', 'Horror', 'Thriller']"
140,140,fresh,rotten,35.0,"Through Claire, Fontaine makes us wonder about standards of individual and social propriety. By fable's end, Fontaine surpasses the Brothers Grimm to acknowledge French cinema's romantic legacy.",National Review,White as Snow,2021-08-27,"['Drama', 'Comedy']"
141,141,fresh,fresh,100.0,"Deutchman's accounts looks back at the figure whose singular vision created a debt of obligation and never-forgotten inspiration. In the arts, as in politics, we're still searching for leadership.",National Review,Searching for Mr. Rugoff,2021-08-25,['Documentary']
142,142,rotten,rotten,26.0,"This is the simplest, clearest, cheapest statement on social revolution that Millennial Hollywood has brazened -- so far.",National Review,Naked Singularity,2021-08-18,"['Crime', 'Drama']"
143,143,fresh,fresh,71.0,Carax has got what it takes. His sense of beauty and romance rivals those high-art practitioners Hans-Jürgen Syberberg (Parsifal) and Lars Von Trier (Dancer in the Dark).,National Review,Annette,2021-08-14,"['Drama', 'Romance']"
144,144,rotten,fresh,68.0,Hudson's acting lacks the emotional focus and conviction that made Franklin a phenomenon even among her gospel and R & B peers.,National Review,Respect,2021-08-11,"['Music', 'Drama', 'History']"
145,145,fresh,,,"Part of Riefenstahl's madcap genius was to frame these feats against an ecstatic backdrop of infinite, cloud-filled skies. The vaulting bodies seem to fly freely, like birds.",National Review,Olympia,2021-08-06,['Documentary']
146,146,fresh,certified-fresh,82.0,The most compelling of all John Hughes movies. It's the one that cuts through the typical adolescent sentimentality in his popular Sixteen Candles and The Breakfast Club to reveal a truth about American cultural values.,National Review,Ferris Bueller's Day Off,2021-08-04,['Comedy']
147,147,rotten,fresh,79.0,"Mama Weed is a trifling gloss on serious issues, but it's also about a woman and a civilization, both trying to come to terms with themselves.",National Review,Mama Weed,2021-07-30,"['Crime', 'Drama', 'Comedy']"
148,148,rotten,certified-fresh,75.0,The apologetic American self-hatred in Stillwater is an ideological prison.,National Review,Stillwater,2021-07-29,"['Crime', 'Drama', 'Thriller']"
149,149,fresh,certified-fresh,91.0,This rude farceur is truer to the era -- more psychically revealing -- than do-gooder social-justice filmmakers.,National Review,Mandibles,2021-07-23,"['Animation', 'Comedy', 'Adventure', 'Family']"
150,150,fresh,rotten,42.0,Jacquot presents a case for Casanova's humanity that's quite mindful of the modern court of media opinion.,National Review,"Casanova, Last Love",2021-07-16,"['Drama', 'Romance']"
151,151,fresh,certified-fresh,97.0,"In this subtly political extension of Liam Neeson's Taken and Mel Gibson's Bloodfather, Cage explores the lonely suffering of those people who realize they've been betrayed. Sarnoski and Cage have fashioned a quiet piece of political poetry.",National Review,Pig,2021-07-14,"['Drama', 'Thriller']"
152,152,fresh,fresh,71.0,Singleton never asked for tears or trendy social reform but insisted on the honesty that politicians and the media shunt aside in favor of platitudes. Baby Boy remarkably withholds platitudes.,National Review,Baby Boy,2021-07-07,"['Crime', 'Drama', 'Thriller', 'Romance']"
153,153,rotten,certified-fresh,92.0,"Working again as his own videographer under the name Peter Andrews, Soderbergh settles for flash over realism -- the movie looks like film-noir calendar art. Decorative noir reveals Soderbergh's shallowness.",National Review,No Sudden Move,2021-07-02,"['Crime', 'Drama', 'Mystery']"
154,154,rotten,certified-fresh,81.0,"Nicholas Roeg has a daring, original gift as a director that he can't yet fully control; when, if ever, he gets that control, one will be able to call it style.",Ann Arbor Sun,The Man Who Fell to Earth,2021-06-30,"['Drama', 'Science Fiction']"
155,155,fresh,fresh,68.0,"The movie is a feat: a combination of great talent and genius insight into the American psyche as expressed through its popular culture, myths and legends.",Ann Arbor Sun,Buffalo Bill and the Indians,2021-06-30,"['Comedy', 'Western']"
156,156,rotten,fresh,79.0,"Ms. Ullmann achieves something like emotional 3-D... The movie in which this remarkable performance appears, however, is not so hot -- Ingmar Bergman's art is puny compared to Ullmann's this time around.",Ann Arbor Sun,Face to Face,2021-06-30,"['Drama', 'Fantasy']"
157,157,fresh,certified-fresh,76.0,"It's Spielberg's distinct sensibility that makes the difference. Rejecting the cynical trickery some people prefer in drama, his A.I. is equal to Kubrick's finest work.",New York Press,A.I.: Artificial Intelligence,2021-06-30,"['Drama', 'Adventure', 'Science Fiction']"
158,158,rotten,rotten,59.0,"Genre franchises can be reassuringly familiar, but The Fast and Furious series has gotten to the point that its raison d'être is now out of touch with the way people relate socially, except in the minds of editorial writers.",National Review,F9 The Fast Saga,2021-06-25,"['Crime', 'Action', 'Adventure']"
159,159,fresh,certified-fresh,80.0,"It is through irony that Ozon is able to confront AIDS without ever naming it, while depicting the impending crisis in a radiant world of nearly tactile sensuality.",National Review,Summer of 85,2021-06-21,"['Drama', 'Romance']"
160,160,rotten,fresh,73.0,"Jia Zhang-ke's vague intentions make this the most dubious of recently imported foreign-language films. Its overly poetic, quasi-humanism about the gamut of life from birth to death seems more official than universal.",National Review,Swimming Out Till the Sea Turns Blue,2021-06-16,['Documentary']
161,161,rotten,certified-fresh,94.0,Miranda's cultural misappropriation in In the Heights is the grotesque product of a mainstream culture that seeks a Latino figure who is acceptable precisely because he is politically and artistically nonthreatening.,National Review,In the Heights,2021-06-15,"['Drama', 'Romance']"
162,162,fresh,fresh,92.0,"Sublet confronts us with a world that is changing personally first. Both of the two main characters offer poignant insight into our modern, uneasy attempts at sophistication.",National Review,Sublet,2021-06-05,"['Drama', 'Comedy', 'Romance']"
163,163,rotten,fresh,84.0,"FTA premiered the same week as Fonda's Hanoi stunt, was quickly yanked from theaters, and went undistributed since. That might have saved Fonda's career, which otherwise would have been overwhelmed by this film's undeniable hatefulness.",National Review,F.T.A.,2021-06-02,"['No Results']"
164,164,rotten,certified-fresh,75.0,"Cruella instructs Millennials that their own psychosis is excusable, admirable, and fun.",National Review,Cruella,2021-05-28,"['Crime', 'Comedy']"
165,165,fresh,fresh,63.0,"Waltz delivers a dazzling, memorable con.",National Review,Georgetown,2021-05-21,"['Crime', 'Drama']"
166,166,rotten,fresh,67.0,"Zack Snyder's new zombie movie works differently than his grand comic-book myths. It's a grim vision of modern dystopia, outrageous and not very funny.",National Review,Army Of The Dead,2021-05-14,"['Crime', 'Action', 'Fantasy']"
167,167,fresh,fresh,100.0,"The satire is realistic but affectionate. Their beneficent appearance provides an unexpected fount of goodness, determination, and survival.",National Review,The Story of a Three-Day Pass,2021-05-10,"['Drama', 'Romance']"
168,168,fresh,certified-fresh,94.0,"In 75 concise minutes, About Endlessness is completely provocative and satisfying... These scenes, stylizing the real and the imaginary, are light as air -- capriccios that go to the heart of human experience.",National Review,About Endlessness,2021-05-05,"['Drama', 'Fantasy']"
169,169,fresh,fresh,64.0,"Michelle Pfeiffer's role as Frances Price, a sardonic widow and mother living out her dwindling inheritance in French Exit, is the finest characterization in any movie from 2020.",National Review,French Exit,2021-04-23,"['Drama', 'Comedy']"
170,170,rotten,certified-fresh,75.0,"Kirby's performance consists of mood scenes and attitude posturing, since Weber's clichéd dialogue is subordinate to the director's attempt at visual realism.",National Review,Pieces of a Woman,2021-04-14,['Drama']
171,171,rotten,certified-fresh,98.0,"There's no sense of the spiritual and theological foundations of black American survival. Instead, One Night in Miami establishes a cult of celebrity activism, with Malcolm as its deity.",National Review,One Night in Miami,2021-04-07,['Drama']
172,172,rotten,certified-fresh,75.0,At least the F/X team had fun. All this technology is invested in monsters because Hollywood no longer knows how to do people.,National Review,Godzilla vs. Kong,2021-04-02,"['Science Fiction', 'Action', 'Fantasy']"
173,173,fresh,rotten,44.0,"Kijak's film may be a Smiths overdose for some, but it has the sweet spirit of indie rock, not mumblecore.",National Review,Shoplifters of the World,2021-03-26,"['Drama', 'Comedy']"
174,174,fresh,fresh,72.0,The essential point of Snyder rebounding from a career catastrophe and making it right is demonstrated in the personal dilemma of each superhero. ZSJL's restored vision reminds us of pop art's value.,National Review,Zack Snyder's Justice League,2021-03-20,"['Action', 'Adventure', 'Fantasy']"
